KO	11B-T1-3	11B-T1-6	11B-T1-9	8-T1-3	8-T1-6	8-T1-9	Ex45-T1-3	Ex45-T1-6	Ex45-T1-9	HP-T1-3	HP-T1-6	HP-T1-9	RC-T1-3	RC-T1-6	RC-T1-9	RP-T1-3	RP-T1-6	RP-T1-9	SC-T1-3	SC-T1-6	SC-T1-9	UAB-T1-3	UAB-T1-6	UAB-T1-9
K02670	65	49	42	51	35	47	31	24	58	50	33	30	20	37	95	75	49	26	30	33	19	28	121	104
K02671	4	25	33	16	25	90	18	68	13	96	173	260	9	22	45	860	152	149	21	18	47	17	34	23
K02672	28	28	28	368	16	400	93	66	99	707	166	96	234	50	165	894	46	39	35	40	12	20	80	25
K02673	13	28	42	48	63	400	22	26	77	74	139	224	85	27	55	471	104	113	193	133	67	47	57	48
K02674	9	25	50	15	40	23	272	98	285	93	33	9	780	102	439	950	17	25	3	22	1	4	36	24
K02676	8	9	6	5	2	4	6	7	2	13	13	15	20	7	17	105	8	4	7	3	0	2	59	14
K02683	14	90	211	25	77	118	50	60	255	145	115	10	0	0	0	403	1	93	74	195	279	52	45	18
K02686	17	14	6	4	1	2	5	3	4	1	7	3	4	6	8	4	6	4	1	1	0	1	30	24
K02687	810	933	488	717	492	1168	538	646	435	1598	2138	1416	783	771	977	6701	2241	1419	1324	876	851	532	1446	728
K02689	0	0	0	0	0	0	0	0	0	0	597	7	0	0	0	0	0	0	7	7	3	0	0	3
K02690	0	0	0	0	0	0	0	1	0	0	1717	13	0	0	0	0	0	0	7	5	3	0	0	6
K02691	0	0	0	0	0	0	0	0	0	0	127	2	0	0	0	29	0	0	2	1	0	0	1	0
K02692	0	0	0	1	0	0	0	0	0	0	138	1	0	0	0	0	0	0	10	0	2	0	15	0
K02693	0	0	0	0	0	0	0	0	0	0	129	1	0	0	0	1	0	0	0	0	0	0	0	0
K02694	0	0	0	0	0	0	0	1	1	0	185	0	0	0	0	20	0	0	19	3	2	0	13	2
K02696	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
K02697	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
K02698	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
K02699	0	0	0	0	0	0	0	0	0	0	181	3	0	0	0	27	0	0	1	0	0	0	0	1
K02702	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
K02703	2	0	1	7	0	4	8	36	20	0	2741	19	0	0	0	89	0	0	545	103	189	0	197	53
K02704	0	1	0	0	0	0	0	2	1	1	623	8	0	0	0	43	0	0	27	4	12	0	13	3
K02705	0	0	1	0	0	0	3	1	2	0	560	1	1	0	0	1	0	0	5	1	5	0	11	1
K02706	2	0	0	8	0	0	2	12	2	0	600	2	0	0	0	1	0	0	65	12	36	0	52	0
K02707	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	6	0	0	10	0	1	0	1	0
K02708	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	6	0	0	0	0	1	0	0	0
K02709	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
K02710	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0
K02711	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	8	0	0	0	0	0	0	0	0
K02712	0	0	0	0	0	0	0	0	0	0	64	1	0	0	0	0	0	0	0	0	0	0	0	0
K02713	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
K02714	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
K02715	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
K02716	0	0	0	0	0	0	0	2	0	0	311	3	0	0	0	0	0	0	25	10	12	0	19	1
K02717	0	0	0	0	0	0	0	1	0	0	219	5	0	0	0	0	0	0	19	3	4	0	9	1
K02719	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
K02720	0	0	0	0	0	0	0	0	1	0	382	4	0	0	0	12	0	0	0	0	0	0	0	0
K02722	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	7	0	0	0	0	0	0	0	0
K02723	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	1	0	0	2	0	1	0	2	0
K02724	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	2	0	0	0	0	0	0	0	0
K02734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K02742	20	45	19	4	4	1	16	4	0	2	3	71	0	0	0	93	77	30	19	2	0	29	38	32
K02757	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	84	46	0	0	0	0	0	0
K02761	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	78	5	14	0	0	1	0	0	0
K02768	27	24	21	46	24	78	45	52	37	156	243	546	1	6	0	694	290	186	58	65	89	72	142	54
K02769	0	6	7	12	3	11	41	23	18	2	4	2	0	0	0	3	4	2	146	79	53	26	14	9
K02770	674	439	168	283	37	114	270	194	109	545	382	925	5	6	6	2558	2018	1311	143	112	84	336	1037	547
K02773	6	2	0	8	1	0	4	5	1	6	3	12	0	0	0	1	0	3	14	6	21	2	24	11
K02774	5	9	7	14	0	6	18	8	6	1	0	7	0	0	0	7	2	0	23	20	44	15	21	5
K02775	17	40	9	55	6	11	120	85	17	1	3	3	0	0	0	45	10	4	53	68	122	78	122	53
K02779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	143	27	0	0	0	0	0	0
K02781	14	24	26	30	10	15	51	65	52	122	95	140	0	0	0	457	103	112	91	154	167	51	81	32
K02782	51	87	92	108	39	133	180	260	234	346	246	364	3	4	2	1393	331	333	199	406	483	166	282	117
K02783	39	80	74	73	41	86	107	147	135	191	185	193	2	5	0	786	179	219	177	254	314	117	192	104
K02784	351	336	197	277	115	346	247	277	373	552	527	484	171	89	179	2143	797	621	442	426	488	234	602	260
K02793	396	342	296	340	155	510	221	275	246	369	402	289	318	152	341	840	596	296	414	342	194	166	641	307
K02798	97	45	30	55	27	60	79	65	105	204	138	172	12	39	15	656	330	244	49	118	160	83	175	61
K02800	664	376	134	415	162	392	356	245	458	947	808	1167	148	177	128	3306	2749	1668	180	346	478	312	1166	603
K02803	212	174	50	79	65	62	65	33	33	122	76	90	5	9	11	172	322	138	106	31	25	110	299	171
K02804	282	240	37	112	13	36	50	33	35	340	215	341	2	1	3	1520	487	247	51	10	9	130	296	202
K02805	297	123	43	401	25	190	62	65	93	405	1247	473	24	37	393	597	616	258	68	215	69	81	304	184
K02806	289	165	90	95	42	70	95	69	50	119	109	182	68	50	144	245	283	94	161	83	70	73	414	135
K02821	5	7	3	10	0	5	44	30	1	41	35	26	0	0	0	106	172	153	1	0	7	14	29	19
K02822	8	4	0	4	4	19	5	2	7	27	16	11	28	15	3	48	48	45	1	1	0	2	28	12
K02823	119	158	107	183	129	224	74	138	50	859	814	885	94	403	101	2008	1195	731	288	180	196	74	466	242
K02825	1940	2302	1527	2045	1302	2450	1595	1793	1383	3203	3518	4110	1274	1189	1105	7470	4903	3236	2683	2106	2130	1979	4357	2426
K02834	1673	1499	986	1387	724	1454	1062	1078	858	2173	2669	3264	795	760	707	6055	4357	2708	1901	1344	1303	1126	3144	1638
K02835	3414	3363	1983	3188	1600	3364	2486	2460	2227	4830	5594	6998	2296	1914	2080	15065	8865	5933	4243	3191	3373	2690	6943	3740
K02836	3968	3685	2274	3465	1806	3464	2825	2843	2210	5655	6114	7895	2333	2145	1828	14583	9689	6480	4847	3339	3258	2801	7699	3957
K02837	927	584	297	956	259	441	523	337	271	2603	1940	2370	667	425	452	5398	3876	2211	1040	369	251	339	1766	722
K02838	2793	3057	2059	2674	1425	3041	1958	2086	1676	3932	4619	5226	1563	1307	1453	9619	6896	4236	3421	2397	2287	2287	5908	3129
K02839	0	0	0	0	1	0	2	1	4	9	3	0	0	0	0	1	13	1	24	1	8	0	5	4
K02841	4	14	72	18	38	129	16	11	23	21	6	0	3	4	162	106	6	3	9	129	70	12	64	31
K02843	5	11	4	194	6	145	6	14	25	236	20	103	1	1	189	872	66	73	28	161	75	11	32	32
K02844	2	6	2	6	1	1	0	8	0	3	582	66	1	1	62	248	3	7	58	17	11	1	0	3
K02847	3	170	2	230	1	149	8	5	39	27	42	22	38	15	122	338	276	181	6	2	4	3	41	4
K02848	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	14	0	0	0	0	0	0	0	0
K02849	0	1	0	0	0	0	0	0	0	0	4	50	0	0	0	364	216	65	0	0	0	0	0	0
K02851	1600	1742	1149	1962	828	2003	1310	1345	874	3208	3653	4906	1633	1443	1401	8805	6359	3829	2974	1865	1160	1358	3848	2037
K02856	0	0	0	0	0	1	0	0	0	0	14	2	5	10	39	102	52	8	62	0	0	1	1	0
K02858	44	36	9	13	32	25	11	9	6	29	31	43	40	16	1	26	157	65	11	20	10	11	66	37
K02860	1532	1187	720	1158	569	1179	873	948	698	2071	2430	3057	841	587	734	6632	4773	2844	1737	1165	1186	948	2983	1426
K02862	134	64	18	58	19	53	38	98	69	846	1227	1919	2	11	7	3175	828	589	304	82	188	46	96	42
K02863	4970	4946	3338	3940	2452	4555	3213	3398	3009	5386	6488	7099	3037	2465	2378	13295	9516	6336	4972	3650	3544	3402	8650	4690
K02864	3779	3526	2127	2877	1571	3123	2309	2086	1859	4167	5206	6136	1971	1841	1791	9691	8139	4833	3513	2318	2218	2172	6429	3579
K02866	11	79	169	47	41	74	54	100	168	138	68	11	0	0	0	357	1	59	43	106	135	48	46	35
K02867	3547	3809	2450	3065	1932	3410	2297	2396	2235	4028	4546	4855	2215	1840	1849	8736	6498	4082	3488	2734	2690	2537	5904	3370
K02869	3	44	104	24	29	74	36	44	101	52	39	8	0	0	1	135	1	28	24	74	106	51	33	29
K02871	3379	3362	2065	2915	1574	2934	2027	2012	1802	3786	4226	5147	1796	1542	1402	8705	6898	4129	3287	2245	2192	2306	6151	3145
K02874	3481	3759	2342	2787	1916	3332	2183	2232	2040	3473	4262	4442	2151	1707	1848	7475	6231	3995	3593	2508	2179	2429	5824	3244
K02876	3034	2965	1884	2611	1577	2992	1939	1979	1709	3599	4247	4652	1750	1549	1636	8819	6131	3845	3062	2294	2171	2207	5727	2867
K02877	8	65	131	20	35	98	49	82	187	113	77	25	0	0	0	387	0	81	29	83	166	37	38	26
K02878	3341	3414	2199	2903	1621	3072	1914	2101	2162	3713	4413	4655	1978	1594	1663	8043	6061	3847	3370	2528	2375	2167	5945	3049
K02879	2964	3057	1821	2616	1488	2954	1873	1932	1655	3348	4092	4379	1781	1458	1501	7906	6623	3803	3111	2215	2001	2110	5627	2918
K02881	2062	2083	1362	1712	1026	2123	1381	1392	1463	2654	2897	3251	1220	968	1065	6355	4334	2762	2217	1644	1640	1495	3838	2114
K02883	5	70	102	34	36	73	35	71	89	72	61	18	0	0	0	162	1	24	33	85	95	41	30	28
K02884	2483	2533	1586	2022	1317	2300	1479	1572	1427	2801	3453	3898	1496	1396	1284	6420	5185	3212	2560	1824	1695	1759	4482	2360
K02885	8	50	88	27	35	103	37	39	114	77	87	19	0	0	0	290	1	41	34	69	115	27	27	14
K02886	6688	6934	4723	5613	3416	6400	4278	4461	3879	7092	8262	9336	3947	3278	3193	16524	13007	8510	6762	4956	4662	4788	11854	6463
K02887	2880	3090	2024	2557	1606	2840	1825	1946	1758	3193	3754	4162	1640	1349	1518	7898	5795	3614	2984	2352	2151	2069	5096	2734
K02888	2250	1873	1349	1642	964	1792	1249	1210	1090	2583	2889	3181	1286	1002	1040	5872	4466	2672	2036	1421	1267	1250	3542	1878
K02889	4	22	51	10	9	49	37	57	85	66	45	4	0	0	0	164	1	29	23	69	88	48	17	7
K02890	3119	2777	1792	2389	1359	2565	1856	1679	1602	3227	3862	4604	1688	1491	1316	7328	5890	3717	2763	1908	1674	1909	5234	2594
K02892	2383	2436	1464	1907	1133	2161	1433	1486	1315	2566	3071	3436	1364	1216	1109	5592	4516	2856	2278	1657	1494	1556	4167	2245
K02895	2505	2313	1498	2001	1137	2229	1463	1498	1265	2713	3138	3529	1423	1111	1185	5973	4929	3100	2276	1675	1579	1580	4147	2176
K02896	1	29	56	12	9	26	6	14	10	2	8	0	0	0	0	0	0	0	22	15	5	14	24	14
K02897	2827	2596	1703	2465	1256	2683	1917	1871	1502	4001	4554	5606	1772	1531	1352	10938	7547	4565	3166	2297	2391	2011	5827	2837
K02899	1591	1649	1114	1384	729	1567	1032	978	966	1899	2237	2477	886	797	805	4667	3315	2128	1666	1059	980	1101	2923	1550
K02902	1335	1233	847	984	593	1255	745	772	670	1290	1812	1955	729	637	595	3199	2547	1463	1210	833	763	888	2261	1178
K02904	1426	1325	898	1157	670	1157	832	793	743	1673	2033	2311	883	705	607	3808	3111	1920	1357	935	866	877	2509	1382
K02906	4942	4458	2970	3704	2141	4346	2857	2761	2528	5165	6133	7011	2661	2167	2178	12368	9879	5968	4498	3176	3076	2929	8257	4380
K02907	1257	1220	720	1024	574	1123	750	764	591	1424	1523	1904	708	565	606	3427	2582	1601	1221	919	820	829	2211	1146
K02908	2	14	38	4	14	29	21	24	0	0	2	0	0	0	0	1	0	0	19	45	53	20	6	2
K02909	1413	1401	902	1250	741	1435	898	1035	860	1755	2027	2176	806	737	684	4328	2998	2012	1600	1157	1198	1084	2660	1371
K02910	1	23	39	13	35	65	36	28	81	76	34	9	0	0	2	221	0	49	8	72	90	23	25	15
K02911	1081	963	598	853	458	811	637	586	607	1184	1457	1683	570	424	521	3186	2205	1459	929	638	625	692	1742	949
K02912	11	73	101	21	45	67	41	66	96	51	47	7	0	0	0	187	0	27	18	78	111	28	28	18
K02913	1304	1414	859	1218	664	1212	784	836	733	1350	1728	1834	809	756	690	2696	2627	1554	1319	842	765	847	2309	1251
K02914	476	445	296	406	185	415	312	254	268	501	698	896	263	268	331	1445	977	608	491	296	278	322	811	470
K02916	1622	1515	955	1200	715	1410	973	955	897	1810	1947	2215	899	681	816	3900	2975	1805	1485	1053	989	980	2585	1433
K02919	1015	1035	634	869	484	940	596	646	566	976	1110	1310	519	469	448	1947	1914	1248	933	637	569	625	1774	953
K02921	1	19	49	15	5	13	13	24	16	2	7	1	0	0	0	0	0	0	10	13	6	14	12	7
K02922	0	0	0	0	1	0	0	0	12	0	4	1	0	0	0	0	0	0	0	1	8	1	0	0
K02924	0	9	6	18	8	27	2	2	32	25	9	4	0	0	0	110	0	15	5	4	3	8	13	2
K02926	3740	3544	2231	2945	1722	3440	2272	2304	2138	4306	5160	5990	2107	1734	1958	11000	8816	5292	3642	2499	2469	2297	6722	3530
K02929	1	24	62	18	21	46	35	48	69	72	38	18	0	0	0	149	1	32	24	71	85	36	36	16
K02930	3	80	147	28	51	110	58	61	197	122	110	19	0	0	0	487	2	99	83	146	232	39	59	31
K02931	4756	5067	3365	4082	2449	4544	2988	3228	2887	5486	6324	6605	2580	2419	2336	12585	8899	5860	4639	3525	3296	3164	8095	4285
K02933	3547	3683	2429	3263	1803	3606	2489	2426	2147	4204	4840	5280	2304	1839	1827	9940	7214	4614	3892	2784	2672	2605	6834	3684
K02935	2943	3009	1925	2502	1480	2931	1934	1856	1847	3379	3844	3850	1790	1501	1634	7263	5570	3647	3035	2126	1997	1973	5129	2886
K02936	5	77	103	27	41	93	46	83	112	61	54	15	0	0	0	163	3	50	45	99	162	40	52	29
K02939	2617	2467	1629	2062	1149	2358	1685	1733	1352	3175	3645	4221	1406	1171	1332	8376	5951	3727	2690	1986	1946	1727	4918	2522
K02945	12710	13544	8849	11686	7301	13492	8406	9063	7801	14262	17247	17212	9108	9223	7724	31335	21906	14642	12964	9876	8952	8977	22533	12290
K02946	3183	3633	2475	2850	1982	3608	2145	2398	2230	3702	4296	4293	2240	1962	2016	7053	5414	3637	3362	2667	2492	2462	5608	3112
K02948	3447	3944	2622	3180	1971	3613	2317	2371	2231	4046	4739	4959	2164	1966	2050	8601	6603	4382	3732	2791	2683	2631	6189	3284
K02950	3586	3879	2712	3108	2079	3585	2283	2345	2253	4001	4791	4733	2444	1848	2037	8388	6509	4114	3750	2791	2573	2489	6193	3380
K02952	3048	3137	2070	2653	1633	3036	1975	2072	1789	3433	3952	4366	1822	1584	1557	7675	5848	3739	3094	2370	2166	2162	5541	2953
K02954	1845	1795	1044	1368	851	1658	1043	1122	993	1805	2396	2332	981	754	780	4043	3215	2101	1620	1157	1152	1094	2937	1650
K02956	1874	1892	1271	1591	879	1716	1225	1281	1070	2399	2539	3033	1069	846	937	5298	3805	2422	1950	1462	1327	1348	3317	1721
K02959	2496	2246	1312	1974	1088	1920	1448	1446	1149	2536	3067	3626	1290	1103	949	6034	5524	3294	2458	1527	1399	1616	4394	2277
K02961	1970	2181	1447	1692	1006	2035	1213	1344	1162	2292	2682	2963	1355	1191	1061	5771	4202	2708	2172	1522	1417	1472	3550	1955
K02962	1	25	73	25	20	55	23	40	111	59	40	18	0	0	0	192	1	25	13	59	79	26	42	13
K02963	1995	1864	1251	1519	919	1874	1134	1220	1105	2076	2389	2920	1089	959	1043	5209	3769	2353	1836	1366	1334	1306	3308	1721
K02965	2591	2655	1872	2250	1317	2484	1679	1696	1699	2901	3327	3436	1588	1344	1507	6167	4546	2857	2487	1930	1813	1875	4531	2372
K02966	9	82	140	46	36	107	78	75	159	66	78	31	1	0	0	216	4	40	52	77	114	43	43	34
K02967	6327	6720	4371	5312	3447	6426	4195	4294	3912	6906	8168	9137	4068	3456	3692	16782	12110	7788	6570	4846	4848	4401	11554	6270
K02968	1498	1442	872	1202	693	1409	967	1015	793	1954	2134	2420	892	834	771	4847	3344	2128	1662	1117	1046	1008	2685	1356
K02970	658	555	340	404	285	633	311	384	404	759	1066	628	360	258	429	2033	936	649	592	443	329	275	853	490
K02974	5	16	56	14	10	32	27	52	111	88	53	15	0	0	0	247	1	58	28	76	99	21	12	6
K02975	1	9	22	5	24	46	17	22	70	87	63	13	0	0	0	198	2	42	1	67	83	6	5	2
K02976	3	41	89	11	10	64	39	49	97	43	44	7	1	0	0	128	2	22	27	70	95	38	15	18
K02978	0	11	15	4	2	10	6	22	36	31	14	4	0	0	0	125	0	14	9	27	46	8	8	4
K02979	6	41	58	14	20	46	27	60	94	49	49	19	0	0	0	138	1	21	33	67	87	22	33	20
K02982	6669	6653	4342	5405	3622	6304	4042	4167	4433	7261	8354	9123	4031	3577	3773	15460	11813	7691	6406	4994	4679	4357	11308	5988
K02984	8	69	231	68	57	109	83	97	218	123	110	24	3	0	0	388	2	60	64	175	193	66	67	42
K02986	5013	5486	3573	4529	2858	5110	3651	3733	3341	6311	7181	7652	2889	2717	2880	13442	10175	6614	5430	4251	3840	3725	9465	4910
K02987	1	38	155	23	44	85	26	49	124	107	117	19	0	0	0	397	1	55	40	88	132	48	16	14
K02988	4091	4095	2741	3403	2129	3812	2638	2760	2602	4633	5261	5680	2392	2115	2133	10333	7970	5081	4067	3080	2875	2852	7231	3746
K02990	2342	2161	1326	1893	986	1939	1368	1389	1257	2772	3172	4002	1307	1039	1186	7099	5378	3199	2330	1597	1445	1495	4339	2165
K02991	10	70	117	31	39	82	40	64	86	78	61	23	0	1	0	227	1	45	32	79	105	38	51	18
K02992	3720	4024	2754	3354	2182	3933	2502	2610	2537	4448	5018	5162	2587	2104	2130	9808	7280	4747	3973	3014	3000	2775	6771	3605
K02994	3505	3320	2191	2739	1591	3131	2093	2073	1831	3633	4202	4670	1919	1494	1517	8650	6378	4164	3379	2346	2326	2161	5705	3132
K02995	5	38	123	12	24	55	32	71	84	51	49	15	0	0	0	193	0	37	26	68	112	39	13	15
K02996	3216	3225	2089	2584	1557	3079	2078	1996	1719	3374	3975	4709	1909	1779	1742	7891	6243	3817	3397	2309	2211	2213	5629	3190
K03014	2	21	19	19	6	11	38	15	26	2	5	6	0	0	0	26	0	6	6	82	124	16	17	21
K03033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
K03040	9176	9991	6705	8079	5180	9171	5869	6420	5675	9840	11840	12449	6361	5363	5516	21338	16461	10891	9344	7537	6563	6676	16017	8758
K03041	37	122	553	112	179	384	247	296	1125	760	695	125	0	0	0	2241	11	405	259	557	909	205	98	76
K03042	2	15	11	17	9	19	53	33	213	28	168	64	0	0	0	206	0	53	3	45	73	25	18	5
K03043	6017	6194	4629	6581	3760	6359	4809	5148	3477	12134	13238	15194	5538	4368	4404	34493	14576	11226	9679	6628	6688	5048	11685	6707
K03046	12066	10934	7563	10115	6936	11463	7921	8527	6979	18469	20045	21280	8733	7427	7394	45839	23030	16573	14591	10307	10270	8821	20058	10863
K03047	11	82	163	39	75	120	74	66	243	148	133	28	0	0	0	429	4	86	55	149	193	74	77	34
K03048	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03049	12	82	187	43	69	107	56	91	151	105	90	9	3	0	0	351	3	62	31	102	143	56	46	25
K03050	2	9	30	3	14	22	3	6	25	24	20	5	0	0	0	108	1	19	9	22	35	9	7	4
K03051	4	36	93	29	26	63	22	38	121	76	67	21	0	0	0	220	1	33	24	65	101	33	36	18
K03053	4	28	75	9	22	52	13	23	85	63	37	11	0	0	0	132	1	28	19	38	51	22	24	11
K03057	2	58	118	26	39	52	29	53	81	31	46	7	0	0	0	24	0	6	51	42	33	44	29	22
K03058	4	27	40	16	7	26	33	53	63	66	44	6	0	0	0	185	2	27	18	64	82	30	19	18
K03059	2	7	8	6	5	7	3	1	35	32	18	0	0	0	0	72	0	19	3	3	0	3	14	7
K03060	1907	1921	1334	1691	919	1842	1259	1323	1077	2010	2760	2752	976	886	878	4308	3642	2391	1934	1493	1407	1429	3535	1886
K03070	16127	16048	10668	13810	8532	15540	10710	11687	9291	19776	22400	24593	10419	8730	8921	47891	31882	20686	18057	13715	13024	11705	29731	15340
K03071	482	347	193	175	75	199	176	131	113	256	432	394	185	145	205	713	762	366	291	137	121	159	713	275
K03072	1583	995	474	1258	382	1099	825	794	437	2022	2506	3343	482	162	354	6471	3534	2255	1868	1061	939	814	2434	1292
K03073	1387	1433	774	1148	625	1302	808	851	778	1858	2100	2670	846	760	699	4641	3671	2176	1539	1086	1002	911	2873	1534
K03074	952	1184	772	1029	524	1057	1001	1011	575	1826	2363	2948	843	536	602	4661	2390	1581	1695	1095	916	1005	2641	1411
K03075	1094	1013	647	928	450	933	667	707	538	1424	1735	2018	605	451	466	3890	2835	1736	1184	849	877	754	2085	1112
K03076	6890	7210	4887	6040	3716	6863	4592	4994	4415	8939	10382	11166	4493	3825	4097	22609	15493	9941	7951	5989	5746	5033	12498	6820
K03077	917	864	488	818	326	690	706	617	314	392	560	702	295	273	129	1136	1873	1001	844	309	254	644	2882	1430
K03079	249	311	272	241	68	234	367	350	96	325	239	377	82	25	45	2544	1359	715	462	287	254	271	915	459
K03086	4171	4742	3540	3713	2914	4417	3265	3614	2531	6340	7143	8529	4059	3349	3090	15301	10072	6624	8090	4028	3495	3418	7704	4174
K03087	4	33	23	10	13	3	8	3	1	1	561	2	36	30	87	2	3	1	55	7	1	13	10	4
K03088	33102	38459	25822	33515	19488	41549	27302	30842	21822	62608	59152	74731	31184	29540	26394	140073	86337	58429	52655	36962	36000	32506	73628	39947
K03089	1655	1100	869	900	426	871	637	609	666	1044	1348	1071	935	726	970	2283	2017	1127	1065	742	490	597	2274	999
K03090	3809	4509	2970	3497	1898	3321	3080	3081	1815	5059	5122	6842	2454	2279	1622	8203	7416	5055	7319	3059	3175	3730	7829	4370
K03091	4	31	61	71	15	96	3	99	10	118	186	347	37	6	45	465	80	46	71	23	5	9	11	8
K03092	2553	2416	1531	1968	1139	2872	1536	1704	1688	3121	3136	2468	1392	1023	1887	11009	4634	2599	2322	2142	1447	1441	4111	2169
K03095	0	0	1	0	3	1	0	0	0	0	2	0	1	0	0	25	0	0	47	0	0	0	0	0
K03098	31	59	12	21	11	99	33	48	41	9	28	20	1	0	0	282	83	80	37	15	17	31	94	44
K03100	3674	3934	2264	3458	1630	3914	2774	2941	2074	5484	6953	8029	2503	1762	2075	15494	10306	5912	4498	3427	3398	3150	8292	4381
K03101	1446	1438	957	1319	802	1441	1020	1111	750	2867	3057	3707	1112	1040	969	8565	6083	3752	1989	1365	1452	1292	3536	1779
K03105	3	28	79	13	25	36	41	64	91	60	60	15	0	0	0	149	2	43	18	46	83	22	17	11
K03106	5848	5915	4084	5078	3040	5864	4083	4355	3738	8234	8521	10498	3698	3351	3083	20305	12966	8891	6692	4717	4736	4443	11235	5826
K03110	3143	3390	2175	2744	1849	3168	2229	2448	2158	5237	5524	6220	1911	1797	1944	14140	8447	5377	3700	2668	2785	2515	6491	3421
K03111	4211	4043	2645	3246	1772	3238	2946	2868	2213	4987	6083	7932	2306	1710	1823	12882	12227	7232	4971	3905	3405	3168	8348	4453
K03113	47	131	160	94	81	160	101	126	230	209	312	96	20	14	27	505	63	111	128	151	180	99	140	64
K03116	1073	1453	962	1071	672	1570	985	1079	792	1825	2392	3018	999	766	752	5244	2903	1929	1740	1256	1432	1114	2424	1327
K03117	915	653	354	610	212	459	455	422	193	756	767	1086	549	376	388	2058	2264	1218	799	429	320	467	1756	881
K03118	2917	3189	2254	2666	1488	3467	2044	2430	1860	4482	5323	6864	2243	1965	1817	13265	8456	5250	3725	2936	2904	2290	6179	3249
K03119	120	92	38	62	46	56	98	101	30	53	106	66	74	82	91	232	339	140	174	195	111	65	216	111
K03120	4	75	119	33	48	73	43	53	163	133	114	31	0	0	0	394	0	69	35	94	128	60	38	32
K03124	157	1029	2792	504	1117	1815	847	1379	2788	1921	1532	363	0	0	1	5235	18	991	840	2157	2937	883	677	436
K03136	11	48	144	32	49	81	65	97	200	129	101	23	0	0	0	326	0	48	49	87	157	53	45	12
K03147	3034	3451	2705	2262	2412	4783	1997	2525	2447	3310	5833	5546	3242	2449	3867	7222	5044	3348	3966	3110	2358	2138	5489	2825
K03149	1271	1783	1301	1350	1157	2103	1172	1284	970	2368	3408	3608	1661	1203	1353	6397	4286	2546	2482	1566	1392	1386	3363	1520
K03150	37	26	33	64	27	196	18	20	17	170	898	1657	16	30	34	1045	918	598	87	71	113	46	44	25
K03151	18	58	87	26	79	40	64	126	182	732	649	357	398	265	218	1194	68	87	142	80	107	35	19	31
K03152	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0
K03153	188	298	235	217	321	515	247	342	200	605	969	882	1069	871	659	2695	1451	952	1218	586	496	170	719	342
K03154	203	287	228	243	189	355	232	252	147	474	699	839	309	176	270	1384	949	592	481	277	245	223	525	248
K03163	15	136	305	76	112	182	138	188	402	321	170	39	0	0	0	921	4	174	99	325	461	119	88	75
K03166	24	78	198	35	59	142	79	93	207	188	133	31	1	1	4	658	6	133	69	185	314	58	57	25
K03167	38	215	336	109	153	226	123	249	582	420	181	38	0	0	0	1085	7	250	145	371	511	112	112	88
K03168	4101	3484	2012	3331	1724	3135	2696	2535	2422	8473	8157	10113	2482	2084	2019	23455	12992	8645	5037	3396	3570	2597	8320	4282
K03169	207	435	328	276	310	375	461	650	662	1139	1049	1004	668	254	911	5033	815	945	1605	1199	1265	589	608	340
K03177	1884	1621	864	1451	867	1560	1227	1130	931	3029	3252	4233	1362	1265	1172	9414	6182	3809	2404	1536	1454	1236	3774	1935
K03179	749	694	506	550	463	1014	569	605	494	566	1068	690	457	263	521	2646	1310	724	784	913	772	586	1365	669
K03181	15	3	0	0	1	3	4	4	2	2	265	22	0	0	11	18	49	15	30	16	41	18	60	30
